x,y,t,p
10,353,0,0
10,354,70,0
6,351,90,0
11,354,278,0
5,353,288,1
11,353,364,0
6,353,364,1
12,353,518,0
10,353,581,0
12,354,786,0
6,351,803,1
13,353,850,0
11,350,920,1
11,354,947,0
12,350,971,1
12,353,993,0
9,352,993,1
11,351,1101,1
12,351,1116,1
13,354,1152,0
11,353,1251,0
14,353,1251,0
11,351,1329,0
9,352,1365,0
14,354,1368,0
12,352,1407,0
11,350,1411,0
7,353,1413,1
12,351,1497,0
11,351,1511,0
13,352,1581,0
15,353,1589,0
13,353,1597,0
12,354,1600,0
12,350,1608,0
14,352,1678,0
11,352,1680,0
15,354,1691,0
10,352,1708,0
6,352,1742,1
12,353,1778,0
14,354,1793,0
14,353,1810,0
14,355,1830,0
12,352,1842,0
15,352,1875,0
13,354,1883,0
12,351,1935,0
14,352,1957,0
13,352,1963,0
13,353,1988,0
16,352,2005,0
15,353,2025,0
16,354,2030,0
11,352,2034,0
15,354,2035,0
16,353,2080,0
17,353,2215,0
13,353,2397,1
12,354,2412,1
8,353,2566,1
10,353,2570,1
13,355,2659,0
17,354,2676,0
16,354,2683,0
16,355,2695,0
12,355,2706,0
10,354,2708,1
15,355,2766,0
11,354,2775,1
9,353,2833,1
15,354,2857,0
11,352,2865,1
11,353,2876,1
18,354,2919,0
19,354,2960,0
10,352,2969,1
14,355,3038,0
20,354,3055,0
12,353,3083,1
12,352,3090,1
17,354,3108,0
17,355,3121,0
13,352,3175,1
19,355,3209,0
18,353,3217,0
20,355,3218,0
12,354,3220,1
18,354,3223,0
18,355,3244,0
13,354,3257,1
13,353,3341,1
15,354,3361,1
19,354,3421,0
14,352,3422,1
12,353,3448,1
14,354,3606,1
13,352,3619,1
17,353,3674,0
20,354,3693,0
13,353,3698,1
11,353,3705,1
19,354,3725,0
17,352,3731,0
18,354,3764,0
12,355,3801,1
12,352,3829,1
14,353,3955,1
18,353,4024,0
14,352,4042,1
14,355,4079,1
21,354,4123,0
11,352,4159,1
13,354,4201,1
15,354,4228,1
21,355,4249,0
16,354,4289,1
15,355,4512,1
18,352,4516,0
20,353,4551,0
20,354,4554,0
15,354,4577,1
16,354,4675,1
19,352,4678,0
19,353,4683,0
17,352,4686,0
15,353,4750,1
14,354,4793,1
18,352,4805,0
17,354,4831,1
14,353,4854,1
16,351,4871,0
21,354,4972,0
18,354,5009,1
15,352,5016,1
21,355,5052,0
22,355,5061,0
21,353,5079,0
20,352,5114,0
20,353,5151,0
17,353,5160,1
17,352,5192,1
22,354,5203,0
21,350,5264,1
16,353,5269,1
16,355,5273,1
18,352,5277,1
22,350,5301,1
21,351,5321,1
22,351,5325,1
16,352,5347,1
13,352,5355,1
19,354,5380,1
13,353,5382,1
23,355,5486,0
17,354,5510,1
17,353,5536,1
20,353,5592,1
23,354,5605,0
22,352,5622,1
18,354,5641,1
23,352,5646,1
19,354,5681,1
20,354,5707,1
21,350,5708,0
16,351,5720,1
21,351,5786,0
17,352,5828,1
18,355,5879,1
18,353,5883,1
24,355,5904,0
18,352,5945,1
19,354,5949,1
22,352,5982,0
20,354,5990,1
22,350,5991,0
22,351,6020,0
19,353,6203,1
23,352,6223,0
22,353,6235,0
12,351,6244,1
23,355,6316,0
19,354,6354,1
25,355,6376,0
20,353,6397,0
20,354,6419,1
23,353,6439,0
19,355,6459,1
24,354,6467,0
23,354,6495,0
24,355,6564,0
21,355,6581,1
26,353,6600,0
22,354,6628,0
19,352,6629,1
18,354,6664,1
20,353,6797,1
21,354,6866,1
26,355,6895,0
23,354,6919,1
23,355,6963,1
19,353,7073,1
17,355,7100,1
22,354,7177,1
25,353,7318,0
13,355,7323,1
27,355,7330,0
26,356,7358,0
20,355,7390,1
24,356,7419,0
24,353,7543,0
27,356,7546,0
28,355,7549,0
28,356,7682,0
23,355,7704,1
22,354,7736,1
24,355,7829,1
21,354,7897,1
25,354,8058,0
27,355,8067,0
29,356,8092,0
25,356,8199,0
29,355,8305,0
28,355,8376,0
26,354,8510,0
23,355,8515,1
23,354,8616,1
27,354,8635,0
22,355,8649,1
28,354,8718,0
23,353,8740,1
30,356,8743,0
30,355,8922,0
29,354,8969,0
27,353,8987,0
24,355,9209,1
22,353,9256,1
25,356,9266,1
31,356,9273,0
29,353,9288,0
25,355,9402,1
28,353,9457,0
31,355,9488,0
25,353,9494,1
27,352,9495,0
32,356,9558,0
27,355,9601,1
28,352,9643,0
32,352,9767,1
32,353,9781,1
32,351,9829,1
32,355,9854,0
26,355,9912,1
33,356,9946,0
26,354,10029,1
33,353,10105,1
28,355,10141,1
32,351,10201,0
30,354,10332,0
32,352,10335,0
33,355,10374,0
32,353,10380,0
27,356,10400,1
34,356,10407,0
27,355,10439,1
33,356,10443,0
33,353,10446,0
25,354,10460,1
35,356,10552,0
34,355,10790,0
33,355,10794,0
31,354,10815,0
36,356,10854,0
31,355,10877,0
32,354,10897,0
36,355,10904,0
35,356,10925,0
34,356,10931,0
35,355,10961,0
32,355,11005,0
37,355,11030,0
36,354,11038,0
36,355,11102,0
37,356,11111,0
36,356,11134,0
34,354,11143,0
29,355,11239,1
36,357,11264,0
38,356,11383,0
37,356,11387,0
35,356,11422,0
35,357,11427,0
35,354,11530,0
37,357,11585,0
30,354,11588,1
36,356,11599,0
31,355,11603,1
33,354,11616,0
34,356,11630,1
39,356,11708,0
34,357,11708,0
38,356,11721,0
30,355,11723,1
38,357,11792,0
37,356,11807,0
37,355,11838,0
38,355,11861,0
32,355,11864,1
31,354,11948,1
39,357,12115,0
31,356,12200,1
32,355,12302,1
38,356,12355,0
37,354,12432,0
33,356,12488,1
33,354,12540,1
39,356,12576,0
35,355,12589,0
40,356,12769,0
35,356,12797,1
32,356,12817,1
34,356,12819,1
36,355,12842,0
33,355,12861,1
38,355,12940,0
37,355,12984,0
39,355,12995,0
40,357,13001,0
36,356,13110,1
35,356,13238,1
37,356,13290,1
35,355,13297,1
34,356,13335,1
41,357,13339,0
38,354,13386,0
36,356,13395,1
34,354,13447,1
34,355,13469,1
40,355,13481,0
36,355,13481,1
40,356,13525,0
41,356,13540,0
38,356,13568,1
37,355,13581,1
37,356,13616,1
35,355,13703,1
42,357,13723,0
36,355,13725,1
37,355,13770,1
37,353,13789,0
36,356,13901,1
38,356,13908,1
38,355,13926,1
37,356,13930,1
43,357,13984,0
41,355,13990,0
42,356,14068,0
42,353,14073,1
38,356,14136,1
35,354,14167,1
37,355,14175,1
42,352,14178,1
29,354,14215,1
42,355,14224,0
43,353,14244,1
20,354,14333,1
36,354,14363,1
37,353,14365,1
42,357,14413,0
39,356,14415,1
38,355,14418,1
42,352,14468,0
43,358,14529,0
42,353,14594,0
43,355,14647,0
43,357,14663,0
43,353,14669,0
38,356,14684,1
37,354,14711,1
42,356,14718,1
39,357,14757,1
37,357,14874,1
38,357,14882,1
44,357,14931,0
41,356,15054,0
43,356,15202,0
40,356,15210,1
45,357,15242,0
40,357,15282,1
39,355,15300,1
39,356,15316,1
42,356,15327,0
42,357,15350,1
46,358,15367,0
44,356,15419,0
46,357,15429,0
47,357,15431,0
45,358,15439,0
45,357,15454,0
48,357,15538,0
47,358,15559,0
44,356,15722,1
41,356,15743,1
42,356,15996,1
42,357,16099,1
41,357,16140,1
43,357,16287,1
44,356,16418,0
42,356,16432,1
41,356,16437,1
48,358,16473,0
49,358,16541,0
50,358,16684,0
48,357,16725,0
45,356,16872,0
49,357,16990,0
51,358,17078,0
46,356,17237,0
43,355,17331,1
44,357,17382,1
47,357,17386,0
43,356,17422,1
47,356,17472,0
49,356,17510,0
45,357,17534,1
50,357,17567,0
47,355,17580,0
50,358,17674,0
30,356,17717,1
45,358,17738,1
45,356,17810,1
24,353,17869,1
46,357,17903,1
49,355,17910,0
48,356,17927,0
47,357,17932,1
50,356,18008,0
48,357,18075,1
46,356,18079,1
43,357,18152,1
51,358,18165,0
44,356,18192,1
45,357,18396,1
52,358,18454,0
52,354,18496,1
52,353,18539,1
53,354,18542,1
53,355,18543,1
53,353,18599,1
50,358,18787,1
52,353,18847,0
54,355,18888,1
54,357,18901,1
53,358,18913,0
47,356,18921,1
53,353,18970,0
52,354,18991,0
48,357,19003,1
51,357,19117,0
51,356,19207,0
55,356,19216,1
55,355,19218,1
53,354,19222,0
48,358,19265,1
53,359,19276,0
52,356,19285,0
54,358,19299,0
55,357,19361,1
49,357,19367,1
53,355,19368,0
51,358,19373,1
48,356,19375,1
47,357,19396,1
54,355,19484,0
46,357,19557,1
54,357,19571,0
52,357,19581,0
55,356,19650,0
55,355,19670,0
55,358,19738,0
40,356,19948,1
54,356,20108,0
54,357,20114,1
51,356,20231,1
56,359,20246,0
53,357,20334,0
51,357,20341,1
55,358,20342,1
50,357,20367,1
47,358,20369,1
50,358,20430,1
57,357,20439,1
52,358,20522,1
42,357,20527,1
54,357,20564,0
51,358,20595,1
46,358,20610,1
58,359,20699,0
56,357,20718,1
55,357,20916,0
56,359,21013,1
49,355,21105,1
52,357,21166,1
59,359,21187,0
56,357,21214,0
53,358,21344,1
56,357,21578,0
53,357,21644,1
57,357,21689,0
60,359,21973,0
57,358,22017,0
61,359,22109,0
62,359,22155,0
61,360,22275,0
47,355,22279,1
58,358,22468,0
63,358,22492,1
63,359,22782,0
59,358,22872,0
64,359,23199,0
64,360,23335,0
60,358,23393,0
63,358,23400,0
65,360,23412,0
65,359,23455,0
54,358,23492,1
56,357,23513,1
53,359,23555,1
61,358,23590,0
64,359,23592,0
64,358,23809,0
65,359,23833,0
64,357,23839,0
62,358,24028,0
66,359,24068,0
63,357,24116,0
64,358,24163,1
67,360,24270,0
62,360,24395,0
64,359,24420,1
65,359,24420,1
63,360,24421,0
66,358,24508,0
64,358,24556,0
67,359,24662,0
66,360,24717,0
68,360,24743,0
62,358,24807,1
60,359,24823,1
60,358,24862,1
66,361,24904,0
65,361,24939,0
61,358,24947,1
67,362,24951,0
67,361,24958,0
65,358,24967,0
66,362,25007,0
69,359,25136,1
67,359,25147,1
67,361,25250,1
66,360,25263,1
66,361,25351,1
70,359,25384,1
68,360,25401,1
67,360,25409,1
67,361,25421,1
71,359,25638,1
68,359,25680,1
67,360,25715,0
65,358,25733,1
63,359,25790,1
70,359,25816,1
67,358,25846,0
67,361,25864,0
71,359,26030,1
72,359,26102,1
68,359,26220,0
68,358,26386,0
72,359,26426,1
73,359,26615,1
65,359,26647,1
69,359,26695,0
70,359,26728,0
65,361,26793,1
71,359,26937,0
66,359,26981,1
74,359,27051,1
67,361,27145,1
67,358,27176,1
66,358,27235,1
52,356,27275,1
72,359,27331,0
70,359,27351,0
74,359,27398,1
67,359,27438,1
75,359,27448,1
71,359,27572,0
75,359,27610,1
74,356,27851,1
75,358,27893,1
75,356,27916,1
75,355,27926,1
76,359,27950,1
75,357,27956,1
76,358,27992,1
76,356,28016,1
76,355,28033,1
76,357,28089,1
72,359,28100,0
77,355,28103,1
77,356,28152,1
74,360,28155,1
74,356,28192,0
73,359,28240,0
75,356,28241,0
78,355,28244,1
75,355,28308,0
76,355,28318,0
76,360,28324,1
76,356,28337,0
75,357,28339,0
76,357,28354,0
77,355,28367,0
77,356,28416,0
75,358,28426,0
74,359,28442,0
73,359,28482,0
77,360,28505,1
77,359,28506,1
75,360,28558,1
76,358,28587,0
73,360,28689,0
74,359,28723,0
74,360,28751,0
78,361,28759,0
78,359,28767,1
77,360,28772,1
75,363,28774,1
78,360,28777,1
74,363,28806,1
75,359,28834,0
76,362,28856,1
76,363,28907,1
75,364,28922,1
68,358,28968,1
77,362,29005,1
77,363,29009,1
75,360,29153,0
75,359,29157,0
78,360,29164,1
75,364,29171,0
78,363,29171,1
77,360,29190,0
78,362,29223,1
79,360,29283,1
76,359,29414,0
76,363,29435,0
76,362,29442,0
76,360,29481,0
79,360,29500,1
78,361,29548,1
77,363,29550,0
80,360,29590,1
77,362,29631,0
77,359,29720,0
80,360,29811,1
77,360,29834,0
76,360,29886,0
78,363,29887,0
78,360,30012,0
79,360,30070,0
77,359,30072,0
81,360,30102,1
78,359,30128,0
77,361,30136,0
77,360,30143,0
78,361,30148,0
81,360,30264,1
78,362,30280,0
78,360,30295,0
82,360,30463,1
78,359,30543,0
78,360,30573,0
80,360,30637,0
79,360,30651,0
82,360,30656,1
79,359,30699,0
83,360,30858,1
79,361,30869,0
79,360,30975,0
80,360,31049,0
83,360,31082,1
80,359,31093,0
81,360,31195,0
80,358,31202,0
81,359,31203,0
80,361,31207,0
84,360,31273,1
78,360,31488,1
81,361,31490,0
77,361,31502,1
82,360,31511,0
81,360,31518,0
84,360,31596,1
73,360,31688,1
82,359,31788,0
85,360,31822,1
78,359,31920,1
80,359,31920,1
81,361,31923,1
81,361,31923,1
79,361,31925,1
83,360,31945,0
79,360,31963,1
76,360,31975,1
82,360,32008,0
80,361,32023,1
84,360,32091,0
83,360,32174,0
80,358,32274,1
86,362,32295,0
81,363,32333,1
82,361,32338,0
82,363,32352,1
86,360,32409,1
82,364,32437,1
83,360,32444,0
83,363,32471,1
83,364,32489,1
87,356,32530,1
87,357,32539,1
84,360,32563,0
84,363,32577,1
83,365,32585,1
84,364,32603,1
88,356,32608,1
88,357,32613,1
84,365,32629,1
89,356,32678,1
84,359,32680,0
82,363,32683,0
87,362,32687,0
88,358,32701,1
85,361,32706,0
85,365,32712,1
89,357,32712,1
85,360,32715,0
84,365,32722,1
85,364,32735,1
84,364,32745,1
83,363,32777,0
84,366,32804,1
90,356,32809,1
84,360,32816,0
90,357,32833,1
87,356,32833,0
87,360,32837,1
84,361,32843,0
87,361,32858,1
82,364,32861,0
87,357,32863,0
88,356,32881,0
85,366,32883,1
89,358,32885,1
81,363,32893,0
83,364,32897,0
84,363,32926,0
83,365,32943,0
84,362,32943,0
84,364,32945,0
88,357,32954,0
84,365,32961,0
86,365,32984,1
85,362,32999,0
89,356,33008,0
88,358,33014,0
85,360,33017,0
88,361,33018,1
86,361,33056,0
89,357,33073,0
90,356,33087,0
85,364,33117,0
89,358,33129,0
85,363,33138,0
85,365,33152,0
90,357,33196,0
81,360,33198,1
85,366,33220,0
86,363,33224,0
86,360,33228,0
86,365,33272,0
85,361,33276,0
88,361,33279,1
86,364,33357,0
87,361,33384,0
84,364,33474,0
88,361,33586,0
89,361,33602,1
75,359,33682,1
87,360,33721,0
86,360,33836,0
85,361,33893,1
88,361,33935,0
88,362,33971,0
84,360,33973,1
90,362,34031,0
85,362,34044,1
89,361,34165,0
88,360,34208,0
90,360,34273,0
84,361,34322,1
85,360,34334,1
