x,y,t,p
997,378,0,1
999,380,6276,0
999,381,6905,0
1000,380,9005,0
998,380,10313,0
999,379,11043,0
998,381,12475,0
1001,391,13450,0
998,379,14153,0
991,377,15726,1
992,377,15875,1
991,377,16586,0
997,380,16930,0
999,378,17427,0
992,377,17480,0
997,381,17647,0
999,376,18692,0
999,377,20086,0
998,378,22443,0
990,378,23179,1
990,379,23270,1
991,379,23439,1
999,381,23498,1
989,378,23504,1
996,380,23534,0
991,378,23550,1
992,379,23556,1
990,378,23674,1
991,379,23729,1
998,381,23747,1
991,378,23803,1
991,377,23872,1
990,377,23879,1
998,377,23998,0
991,378,24007,1
990,377,24223,1
990,379,24321,0
991,379,24324,0
990,378,24326,0
991,378,24371,0
989,378,24411,0
990,377,24544,0
991,379,24587,0
992,379,24635,0
990,378,24647,0
991,378,24754,0
997,379,26036,0
997,378,27567,0
998,379,28137,1
995,380,28394,0
990,378,29785,1
998,393,29823,0
991,378,29910,1
995,381,30124,0
990,378,30975,0
989,379,31402,1
998,380,31416,1
991,379,31488,1
990,379,31551,1
991,380,31625,1
988,379,31670,1
990,380,31841,1
989,380,31851,1
992,379,31854,1
991,379,31912,1
997,381,31951,1
989,379,31954,1
990,378,31963,1
990,379,31991,1
999,382,32003,1
989,378,32087,1
998,382,32088,1
989,379,32171,1
988,378,32205,1
990,378,32273,1
988,379,32298,1
1000,382,32324,1
991,380,32333,1
991,378,32335,1
989,378,32359,1
992,380,32380,1
990,380,32437,1
991,381,32465,1
991,379,32522,1
990,378,32695,1
988,379,32698,0
990,380,32723,0
990,380,32723,0
989,379,32739,0
989,377,32792,1
991,380,32804,0
991,379,32821,0
1000,382,32836,0
998,382,32879,0
999,382,32917,0
990,379,32946,0
989,378,32987,0
990,378,33022,0
990,377,33027,1
992,380,33042,0
990,380,33061,0
989,379,33088,0
991,379,33198,0
990,378,33272,0
988,378,33293,0
989,378,33306,0
989,377,33434,0
990,377,33483,0
990,379,33558,0
991,378,33582,0
991,379,33692,0
992,379,33802,0
991,377,33844,0
994,381,34977,0
997,379,35788,1
997,380,35813,1
991,378,36081,1
991,377,36119,1
990,376,36281,1
991,378,36287,1
992,379,36320,1
991,379,36821,1
990,376,36909,0
997,394,37373,0
991,378,37985,0
989,379,39380,1
988,380,39686,1
990,379,39700,1
990,380,39821,1
989,379,39843,1
987,379,39866,1
998,383,39936,1
989,380,39940,1
990,381,39977,1
991,380,39993,1
988,379,40010,1
990,379,40018,1
998,382,40030,1
995,381,40036,1
989,379,40042,1
988,380,40116,1
991,379,40125,1
987,379,40135,1
988,378,40143,1
989,378,40151,1
999,382,40218,1
990,380,40251,1
988,379,40253,1
987,378,40283,1
990,378,40325,1
988,378,40351,1
989,378,40362,1
991,378,40417,1
987,379,40498,0
988,377,40514,1
988,380,40541,0
989,377,40544,1
990,380,40585,0
988,379,40595,0
998,382,40638,0
990,377,40715,1
989,380,40734,0
989,379,40746,0
987,378,40777,0
999,382,40790,0
988,378,40791,0
988,379,40911,0
989,378,40921,0
993,381,40922,0
990,379,40947,0
991,380,41013,0
990,380,41023,0
988,377,41149,0
989,378,41232,0
989,377,41299,0
990,378,41344,0
990,377,41447,0
991,379,41457,0
989,379,41501,0
995,379,41507,0
990,379,41514,0
992,382,41806,1
996,378,41976,0
991,379,42021,0
991,382,42188,1
991,379,43501,1
991,378,43511,1
990,378,43682,1
990,377,43872,1
996,380,43936,1
990,379,44306,1
991,382,44623,1
989,379,44627,1
991,378,44640,0
990,377,44793,0
990,378,44906,0
998,383,45232,0
996,395,45429,0
991,383,45634,1
990,379,45861,0
991,379,46111,0
990,382,46699,1
994,380,46738,0
988,379,47317,1
987,380,47446,1
988,380,47613,1
989,379,47621,1
989,380,47631,1
987,379,47633,1
986,379,47681,1
988,379,47698,1
991,380,47704,1
990,380,47710,1
990,379,47754,1
989,379,47777,1
987,379,47791,1
998,383,47820,1
997,383,47852,1
991,381,47868,1
989,380,47879,1
987,378,47886,1
986,378,47888,1
989,378,47911,1
988,379,47965,1
988,380,47994,1
988,378,48027,1
990,381,48045,1
998,382,48052,1
991,379,48079,1
988,377,48121,1
987,377,48176,1
989,378,48194,1
987,379,48262,0
988,380,48271,0
988,380,48271,0
997,383,48294,0
989,377,48303,1
986,379,48351,0
987,380,48358,0
988,379,48383,0
990,378,48397,1
998,382,48416,0
989,380,48443,0
990,377,48490,1
988,380,48512,0
987,378,48551,0
988,378,48577,0
989,379,48580,0
987,377,48627,0
988,379,48674,0
986,378,48772,0
989,378,48773,0
989,376,48773,1
991,378,48784,1
991,383,48924,1
989,377,49154,0
992,379,49176,1
988,377,49191,0
994,379,49265,0
989,379,49343,0
989,378,49384,0
990,377,49396,0
990,380,49396,0
990,378,49478,0
990,383,49730,1
990,379,50079,0
991,379,50326,1
990,378,50393,1
990,379,50477,1
990,377,50606,1
990,376,50621,1
989,378,50862,1
990,378,50875,1
989,379,50903,1
990,379,51051,1
989,379,51103,1
990,382,51248,1
990,378,51393,0
990,376,51438,0
990,379,51480,0
991,379,51663,0
990,378,51774,0
