x,y,t,p
227,0,0,0
226,0,310,0
228,0,318,0
227,0,454,0
227,1,867,0
226,0,989,0
226,1,1161,0
228,1,1314,0
227,1,1425,0
226,1,1817,0
226,2,1844,0
227,2,1896,0
227,0,2036,1
225,1,2165,0
226,2,2432,0
227,2,2488,0
227,1,2622,1
228,2,2627,0
225,2,2643,0
227,0,2680,0
226,3,2712,0
228,0,2785,0
227,3,2896,0
226,0,3069,0
227,0,3158,0
225,0,3163,0
225,3,3251,0
226,3,3282,0
227,2,3285,1
235,0,3342,1
234,0,3352,1
235,0,3499,1
227,1,3500,0
234,0,3523,1
226,4,3592,0
233,0,3632,1
227,3,3713,0
234,0,3730,1
226,1,3880,0
226,2,3907,0
233,0,3909,1
234,0,3923,1
234,1,3940,1
227,4,3949,0
228,1,3970,0
225,4,3972,0
225,3,3997,0
235,1,4009,1
233,1,4051,1
234,1,4077,1
225,0,4089,0
225,1,4144,0
226,4,4176,0
233,1,4201,1
227,2,4270,0
232,0,4276,1
235,0,4292,0
234,0,4297,0
233,1,4345,1
234,0,4467,0
226,5,4505,0
233,1,4524,1
225,4,4579,0
232,1,4582,1
233,0,4598,0
225,5,4667,0
233,2,4685,1
225,1,4789,0
225,2,4789,0
232,1,4793,1
234,1,4831,0
232,2,4869,1
234,2,4889,1
233,2,4896,1
233,1,5049,0
227,1,5104,0
224,0,5106,0
226,5,5117,0
227,5,5161,0
228,0,5195,1
232,1,5216,0
224,1,5236,0
225,5,5254,0
225,6,5293,0
225,2,5353,0
226,6,5439,0
233,2,5450,0
227,0,5478,1
224,2,5559,0
226,3,5734,0
225,6,5770,0
232,2,5775,0
225,3,5888,0
228,1,6000,1
227,0,6004,1
226,5,6005,1
224,3,6019,0
224,5,6026,0
226,2,6041,0
235,0,6052,0
228,3,6061,0
235,1,6067,0
227,1,6113,1
226,6,6120,0
224,6,6157,0
227,6,6214,0
225,6,6270,0
225,7,6278,0
221,3,6331,0
226,5,6338,1
226,7,6490,0
228,0,6507,1
227,0,6532,1
225,4,6592,0
224,4,6661,0
227,4,6672,0
224,7,6790,0
226,6,6832,1
227,1,6833,1
225,7,6841,0
225,0,6877,1
234,2,6970,0
226,5,7026,0
219,5,7100,0
225,8,7139,0
226,6,7191,1
226,4,7242,0
224,4,7268,0
227,2,7270,1
227,0,7270,1
224,0,7278,1
226,8,7290,0
225,1,7303,1
228,2,7347,1
225,0,7356,1
226,0,7378,1
226,1,7478,1
224,8,7496,0
227,1,7498,1
225,5,7522,0
226,5,7642,0
224,7,7686,0
225,8,7696,0
228,3,7761,1
226,2,7787,1
226,6,7825,0
227,2,7842,1
224,1,7859,1
226,8,7866,0
224,5,7948,0
224,5,7948,0
225,9,7958,0
225,1,8153,1
224,9,8159,0
224,8,8190,0
227,2,8237,1
227,3,8313,1
224,6,8329,0
227,5,8350,0
226,6,8370,0
226,2,8414,1
225,6,8458,0
226,9,8505,0
226,9,8505,0
225,9,8522,0
226,3,8570,1
225,2,8629,1
226,1,8670,1
227,2,8730,1
223,6,8769,0
224,9,8784,0
226,0,8798,1
227,4,8800,1
224,6,8828,0
230,10,8928,0
227,7,8947,0
224,10,8965,0
226,7,8991,0
225,8,8999,1
225,1,9000,1
225,10,9004,0
226,4,9096,1
226,3,9097,1
227,3,9158,1
224,0,9159,1
225,7,9164,0
