nframe,x0,y0
0,169.0,36.0
1,146.0073472913518,15.5326206920834
2,147.781201390675,7.554679768541932
3,59.7744435155483,-95.61854242709272
4,69.60266659691301,-107.31994099258884
5,-1.5382122393507114,-117.11699114846307
6,-32.406517814047945,-131.91274849915598
7,-73.47717349608176,-144.715888785513
8,-190.68927316971528,-155.95387932509107
9,-324.3647652413001,-162.09112592322498
10,-333.0984973927852,-176.28502096348316
11,-334.0293178222159,-180.49500984898066
12,-332.9480918540819,-180.95661371735403
13,-332.33123996406954,-180.6734200609194
14,-336.3791257603703,-180.35652795665032
15,-337.2127352257632,-178.0299037609267
16,-338.45096032486686,-178.95859888842358
17,-338.86774643004907,-178.5352540949929
18,-341.23204878240176,-179.7425630785854
19,-341.4268716659554,-184.70948770271823
20,-339.8608045611783,-184.4610004014807
21,-337.32618995161295,-186.37540245408616
22,-316.14784815219,-208.032710839756
23,-251.1450520848572,-223.52958088159053
24,-115.22917233020011,-217.7486433563689
25,-54.20580475022567,-253.2244804671838
26,-37.8895082152641,-266.6236074876627
27,-15.11158393437987,-304.29776366654994
28,19.185558064559388,-258.0648372769751
29,13.43099461491664,-305.60935742287677
30,9.54120132146981,-317.03508604405687
