x,y,t,p
203,618,0,0
198,616,1,0
198,617,3,0
202,616,3,0
200,622,5,1
224,607,5,0
199,619,6,0
200,619,6,0
200,620,9,0
223,606,12,0
213,622,13,0
197,618,14,0
227,620,15,1
201,619,16,0
227,623,16,1
220,610,18,0
226,609,19,1
222,609,25,0
210,619,27,1
224,606,28,0
223,607,29,0
225,606,29,0
225,613,31,0
207,617,32,0
207,617,32,0
225,609,32,1
218,607,35,0
219,603,42,0
205,618,44,0
205,618,44,0
216,610,44,0
202,620,45,0
197,619,50,0
224,610,51,1
223,610,51,1
201,620,55,0
201,620,56,0
222,625,59,1
201,617,63,0
202,619,65,0
222,608,66,0
223,608,68,0
205,617,69,0
223,608,69,0
221,609,70,0
198,618,70,0
200,618,70,0
227,603,70,0
200,623,71,1
226,604,71,0
206,617,71,0
223,605,71,0
226,605,71,0
225,607,73,0
228,603,77,0
220,617,78,0
203,620,79,0
201,618,84,0
200,621,86,0
221,611,86,1
228,604,92,0
203,619,94,0
203,619,94,0
221,608,97,0
204,621,102,1
223,625,102,1
202,621,106,0
203,617,114,0
209,619,116,1
203,618,116,0
220,608,118,0
220,609,120,0
204,622,124,1
222,611,124,1
212,622,125,0
224,611,127,1
223,611,128,1
227,604,128,0
225,606,128,0
227,605,129,0
226,606,129,0
201,619,131,0
225,610,132,1
201,621,132,0
204,618,135,0
223,609,136,0
226,615,139,1
220,613,139,1
212,621,141,0
228,626,141,0
224,607,143,0
229,607,144,0
223,612,148,1
219,614,148,1
206,618,153,0
201,622,154,0
203,623,156,1
204,619,157,0
208,618,157,0
224,608,159,0
220,620,160,1
230,626,163,0
226,610,167,1
233,618,167,1
223,604,170,0
200,619,170,0
204,617,177,0
227,606,178,0
216,609,181,0
224,606,182,0
227,618,184,1
200,622,184,0
225,607,185,0
222,609,188,0
224,627,192,0
222,612,193,1
224,604,199,0
202,618,201,0
228,605,202,0
207,618,209,0
222,610,210,0
225,611,212,1
225,608,214,0
225,608,214,0
226,607,216,0
230,607,219,0
226,626,223,0
223,608,225,0
205,618,225,0
223,607,228,0
222,607,230,0
225,627,232,0
224,605,233,0
217,604,236,0
205,619,238,0
228,608,242,0
223,611,242,1
225,605,244,0
224,609,251,0
200,623,252,0
221,607,258,0
202,619,259,0
207,617,260,0
203,614,263,0
222,608,264,0
226,605,264,0
226,627,265,0
218,609,265,0
223,609,265,0
218,610,272,0
205,616,273,0
220,610,278,0
204,620,280,0
227,610,288,0
226,606,289,0
221,610,290,0
224,628,298,0
226,608,308,0
201,623,311,0
223,610,316,0
224,608,318,0
227,608,322,0
200,626,325,1
203,607,327,0
222,610,331,0
228,627,336,0
228,610,339,0
231,627,344,0
221,609,344,0
226,609,345,0
201,626,347,1
208,618,355,0
202,614,358,0
225,609,362,0
224,609,365,0
199,626,372,1
214,626,374,0
202,622,377,0
203,619,379,0
223,606,381,0
234,617,382,1
217,621,383,1
223,611,384,0
223,613,386,1
204,619,386,0
224,610,389,0
224,610,390,0
228,621,392,1
214,613,393,1
236,616,399,1
222,609,404,0
209,617,408,0
222,611,414,0
200,616,417,0
205,612,418,1
225,628,419,0
227,626,427,0
206,615,427,0
198,627,428,1
203,621,429,0
206,619,430,0
223,629,432,0
221,611,435,0
235,613,439,1
218,618,441,1
223,610,443,0
196,618,446,0
225,610,454,0
226,610,465,0
221,614,466,1
204,621,470,0
227,627,475,0
223,609,476,0
213,623,478,0
226,619,481,1
226,628,493,0
212,620,493,0
223,608,507,0
227,628,515,0
202,613,518,0
222,615,524,1
223,611,526,0
228,628,531,0
218,621,531,1
224,610,532,0
224,610,532,0
217,599,535,0
226,612,537,0
208,619,538,0
220,626,543,1
235,615,543,1
222,614,543,1
222,610,544,0
219,621,546,1
224,611,550,0
228,608,555,1
232,619,556,1
225,611,559,0
222,611,563,0
224,625,573,1
221,610,577,0
218,628,582,1
229,607,583,1
225,606,598,0
222,612,602,0
226,611,611,0
220,611,617,0
226,613,628,0
223,624,640,1
203,622,647,0
223,602,651,0
207,619,651,0
219,610,661,0
203,623,680,0
223,612,700,0
224,617,700,1
227,614,707,0
201,626,709,0
214,623,719,0
230,604,721,0
217,622,730,1
217,620,733,1
224,607,734,0
207,618,743,0
214,612,748,1
234,618,756,1
228,610,758,1
228,614,765,0
223,615,781,1
224,624,794,1
222,630,794,0
206,616,804,0
226,629,809,0
222,617,810,1
200,626,812,0
221,615,818,1
224,612,828,0
224,618,828,1
226,615,844,0
222,605,868,0
215,612,870,1
226,625,911,1
199,626,921,0
221,611,936,0
226,626,945,1
201,608,960,0
222,616,975,1
211,622,980,0
229,627,989,0
237,617,997,1
225,618,998,1
205,625,1000,1
224,630,1004,0
212,622,1004,0
227,620,1010,1
232,618,1022,1
221,616,1027,1
227,626,1039,1
226,613,1043,1
224,627,1049,1
204,625,1051,1
226,630,1068,0
220,633,1075,0
211,621,1085,0
217,615,1088,0
213,622,1096,0
212,623,1097,0
205,626,1099,1
225,627,1099,1
200,617,1121,0
203,615,1126,0
204,626,1126,1
225,630,1127,0
203,627,1134,1
225,626,1142,1
220,625,1147,1
224,628,1163,1
206,625,1183,1
226,615,1184,1
