nframe,x0,y0
0,941.0,673.0
1,970.6117414866702,697.9470710962376
2,975.4461631007412,700.5736849172007
3,975.4469504751268,700.5712860570337
4,975.4401125974921,700.5747951628719
5,975.42972223138,700.5838320854085
6,975.4316651000764,700.5775981634379
7,975.43425993431,700.5759253901495
8,975.4356186987709,700.5745090813577
9,975.4384629677205,700.573458201582
10,975.442497212314,700.5733288422027
11,975.4436282887553,700.5718880381357
12,974.9304785977039,699.5806484501994
13,972.6819723550956,700.1156738365057
14,972.6743433276856,700.1257658017115
15,972.6767775181511,700.1184535976967
16,972.6787780522492,700.1187616684301
17,972.6843102456045,700.1121397092593
18,973.1117620679777,700.610258186753
19,973.1061720084241,700.619695070106
20,973.7538891000439,700.4709555679214
21,974.7586359221057,701.4135781064678
22,974.76226210526,701.4057979902063
23,974.0792420638993,701.5087302318378
24,973.8538994890129,700.9842740452277
25,972.6666097324824,701.0439763506629
26,974.5418258740345,701.9093724328674
27,974.5505788338485,701.9011169221413
28,974.5499636657713,701.9028520064343
29,974.5538781162862,701.8999043864404
30,974.5563046990692,701.8954988735733
31,974.0343140083725,702.6574793285074
32,974.3608330959185,703.0682256475175
33,973.2842551830381,703.0242211027793
34,973.8301411147985,702.8469469311683
35,973.8181249940706,702.8613361600609
36,973.8190905758001,702.672820569011
37,974.1289616283239,702.4893595001255
38,974.188238183937,702.7803825895564
39,974.733203164898,703.8800301690331
40,976.1678313890573,704.0551371345781
41,975.3390372901982,705.0821507299739
42,975.5793947678953,704.0536407779283
43,976.1858711840413,704.9236468725959
44,980.1128519834077,706.4728817907175
45,981.5798747844866,701.9706549030781
46,987.6447429024523,699.5466759915356
47,987.646800554117,699.546553121626
48,987.6428065376471,699.55024849192
49,986.7791807039378,700.2216433904771
50,985.6689791714864,696.6834519451586
51,986.4898233986097,698.5381613281542
52,984.140255045688,697.1255155235593
53,984.3313285317697,697.5480107253702
54,984.0008825620775,698.4479249495449
