nframe,x0,y0
0,1138.0,862.0
1,1087.4480927911995,851.9808127181861
2,1090.7557052745804,855.0401278264011
3,1089.250303004549,855.7787723751791
4,1088.963511416419,855.8408976783396
5,1087.3086283241905,856.7044436401009
6,1086.7490382370488,856.8935107935566
7,1088.0671129848329,855.9738380299484
8,1087.12173992781,854.5740732340703
9,1086.9741060019041,854.3568956241279
10,1087.0675591449635,854.4944257522258
11,1086.8511617899771,855.3255594273166
12,1084.2866412984786,855.646206171911
13,1084.6819824162785,853.5460165112133
14,1084.6503654110236,853.207144707999
15,1084.5512059335897,855.6345049243027
16,1083.3601693561088,854.8207734315874
17,1084.4291192153073,853.054913497513
18,1084.780199715878,853.2117836364945
19,1085.4654267403696,851.9065772362259
20,1085.6205396271537,851.8464226480187
21,1083.843760971842,852.0667237651728
22,1083.5286585092615,852.1054641160165
23,1083.5165942555739,851.9482905077864
24,1083.513188804429,851.9047184160518
25,1085.2858408547563,848.863852389282
26,1086.667501315961,848.9094286404867
27,1084.773099432263,848.8345509672604
28,1085.0390949772066,846.2066253763894
29,1085.0414800263234,846.1829150370569
30,1085.0730394982443,845.8768111200948
31,1085.1408274717417,845.4422581029722
32,1085.0964413698407,845.7274372828497
33,1085.0244390335706,846.1900932689465
34,1085.080686401937,845.8320974227908
35,1085.0757001987847,845.8639119386033
36,1084.9717471366823,846.3429314302093
37,1084.8813669447475,846.6057564273019
38,1085.9289539064064,847.34834866938
39,1085.9141308156968,847.3183726080243
40,1085.7953047253823,847.0783900697363
41,1085.8697535033502,847.2293266885595
42,1085.7529449091155,846.992177915787
43,1085.6928290922178,846.8700219603219
44,1085.6276746874798,846.7378312984952
45,1085.5726380658557,846.6258758907569
46,1085.5734300542163,846.6274987404283
47,1085.348345776431,846.1663226446292
48,1085.2392292152426,845.9419228730852
49,1085.1464380832965,845.751573179929
50,1085.1815202166194,845.823683939067
51,1085.2138110266228,845.8901572309917
52,1085.4155824138484,846.3048358199327
53,1085.3416757287418,846.5440877051262
54,1085.457269030634,846.6870470975659
55,1086.4893246740016,846.544988480573
56,1085.7097416098861,847.2502249257072
57,1083.9054368285433,848.585703710227
58,1084.2689128074446,848.3597366039203
59,1084.5583596478364,848.1786097713037
60,1084.8462469448255,847.9992241105531
61,1084.2068180722579,848.3971277905098
62,1084.6141100373857,848.185064123171
63,1085.6366619504986,846.9492225438504
64,1085.3783038677348,847.2617068298533
65,1085.2503156626615,847.4164225181781
66,1085.0170168708603,847.6985823682979
67,1085.1539173776625,847.5329302774104
68,1084.7937113210264,847.9405197170698
69,1085.073952823335,847.6233418170335
70,1084.8599041421535,847.8656720227074
71,1084.6849381275022,848.0631812445471
72,1084.6250226869424,848.1310918984102
73,1084.667771310963,848.0826797215345
74,1085.791825959964,848.4776263010198
75,1085.6791581948219,848.4381039725804
76,1085.954315836911,848.5348780402863
77,1086.3251915158746,848.6667648993534
78,1086.0520018754376,850.405198259346
79,1084.9364324314663,849.1747147370697
80,1085.926715883268,850.2205241699204
81,1085.347221135278,849.0783480119161
82,1105.9521368295668,816.7163467976325
83,1173.3024406314996,799.6010068874716
84,1167.1714076030498,853.0249169754813
85,1168.905371064634,853.2236171278823
86,1168.4425210015593,853.2962851499734
87,1168.3619178394074,853.3089811826019
88,1169.2882376895454,853.5083425174204
89,1169.0747640905,853.4625045129501
90,1168.760813057144,853.3947689626975
91,1169.0570568562437,853.4581295432599
92,1169.2507493330681,853.4992453431602
93,1169.3923953826302,852.864863958726
94,1169.0902721529505,854.7093369521566
95,1169.0878680353119,854.7237853475679
96,1169.093113645322,854.6920573066373
97,1169.0612718179045,854.8883257890951
98,1169.0653414244796,854.8631798241423
99,1169.2059669890762,853.9898839808284
100,1169.186432777544,854.1100421386843
101,1170.0698951877584,853.3106535303334
102,1171.604891674072,854.7746847896317
103,1171.2123074984434,855.9204951832769
104,1165.6494118047847,868.9790640994687
105,1168.5267458364058,899.2799728854421
106,1165.4546153556098,906.7022582998499
107,1165.7073493083171,905.9684127995849
108,1165.5476358516728,905.5798360261252
109,1163.8122737221445,906.6889817220379
110,1163.9543320193422,906.5978742632656
111,1164.0645965305607,906.5271845718934
112,1167.0666126870397,906.6720464625938
113,1166.0639179139782,906.2753227329592
114,1104.033264557403,883.3724031263246
115,1086.5120834415109,901.7927541332459
116,1077.903968091617,898.2717811840224
117,1045.1076430216494,907.122847539999
118,1045.338146153523,908.7305299282566
119,1045.3733479482755,908.9760205147816
120,1045.2548675142446,910.0775362684493
121,1045.4639655099686,910.3719661827621
122,1045.4563200333137,910.3612539528318
123,1045.7432583972436,910.7673742021883
124,1044.2514361881497,909.6758497837133
125,1044.483165356575,909.8452452179065
126,1044.8966016825389,910.2034870459022
127,1044.956713905517,910.2557240816835
128,1044.9170208977837,910.2212901028722
129,1045.1437712632269,910.4173225574004
130,1045.4469619289096,910.6876697669245
131,1045.578904508126,910.8051750641839
132,1045.8042409587538,911.0054254533856
133,1046.2118718759205,911.3210941799744
134,1050.0113675710863,909.780820756491
135,1042.992582741135,895.5004056253106
136,1066.1687800869493,867.6413626285356
137,1065.621695853635,870.0394956541643
138,1077.194630725813,822.8075795941735
139,1074.9923073126492,823.9009990319759
140,1074.1652220396797,824.2519293857453
141,1074.5363646063427,822.6747425785067
142,1074.5124724463692,822.1413560581938
143,1075.4610404442903,822.1151541567508
144,1075.5899494596672,822.4483153468218
145,1075.4750463510597,822.1500392807251
146,1075.5543070518781,822.3556170229142
147,1075.467885309893,822.1326852054993
148,1075.8359439718342,823.0769692320747
149,1075.9267461877346,823.3113761879282
150,1076.0009777186574,823.5040317473095
151,1075.9868912134195,823.467362100853
152,1077.0157980327176,823.707422453946
153,1077.1169457334686,823.9857974474116
154,1076.7559114350108,823.9575924919147
155,1076.0151253669064,822.6176581330907
156,1076.2003269993793,822.5479376718137
157,1078.3029517674595,822.4429194097096
158,1077.9951727068856,822.4331049004007
159,1077.9608274316347,822.4320255837355
160,1078.0541376339543,821.3754466938699
161,1078.4746360305037,822.155688708397
162,1078.023848706029,820.1405860475156
163,1102.571598313383,820.9472190630332
164,1108.749988990707,815.341215075666
165,1108.5240546547939,815.5850413940573
166,1113.7954529861054,817.4466735170072
167,1115.8589232870754,818.0385373479644
168,1115.841262614759,820.3681172705509
169,1117.4558774403383,819.170457885549
170,1096.4975818659211,835.4360637227304
171,1098.0551333351304,834.5577061292112
172,1098.1728166744188,834.4912181741653
173,1097.9725023182084,834.6047260508856
174,1097.3972149766275,834.9295888816097
175,1097.4439703676437,833.7120274792795
176,1099.1238260350578,835.2453601966859
177,1099.4750792876678,835.5666448966138
178,1099.6821970671535,835.7566551753324
179,1099.6255383828623,835.7046515070347
180,1099.7248537417347,835.7959640949143
181,1099.176112145224,835.2890670967655
182,1098.7795021421632,834.9144295625586
183,1098.9211261348432,835.0479001251674
184,1098.5343458105663,833.4569584820226
185,1098.3247948175476,833.3909418476547
186,1098.6261828864378,833.4855058076645
187,1098.2098735939664,833.358246111596
188,1098.0688814629086,833.3153811828233
189,1098.6173392123255,833.4819701419226
190,1098.6287288360443,833.4854426083697
191,1099.1489292532895,833.6450972042727
192,1099.0676699552464,833.6201539011098
193,1099.3671391961211,833.7107209543801
194,1099.3751961953653,833.7131458844348
195,1099.4128705756684,833.7245737455337
196,1100.2892472639085,834.8604398646733
197,1100.300835029895,834.8754603876545
198,1100.5440037746193,835.1867981022693
199,1100.6276177892598,835.2944729857502
200,1100.740945849402,835.4400844447459
201,1101.474709845674,833.5248089170003
202,1101.392924518969,833.7379907105159
203,1101.3191599010877,833.9299056512066
204,1101.295639979613,833.9910189786443
205,1101.0252683922977,834.6974820279789
206,1100.9611009230705,834.8643523079448
207,1101.0099535040079,834.925405364324
208,1101.2558436939587,834.770290757489
209,1099.410212574456,835.5232079737564
210,1100.1946874675355,835.0680213255916
211,1100.0168719004866,834.8310083201707
212,1100.0333999338702,834.853088869323
