x,y,t,p
739,462,0,1
738,460,765,0
743,448,1673,1
737,460,2634,0
727,463,4940,0
743,451,5633,0
724,458,10972,0
723,459,17706,0
727,465,19568,0
723,458,19643,0
736,457,20159,1
738,452,20455,0
740,450,21121,0
744,447,21384,0
736,463,22136,1
743,449,22500,0
737,463,23257,1
742,455,23655,1
741,453,24276,0
739,449,24571,1
744,449,24838,0
742,454,25380,1
741,450,26553,0
734,453,26724,1
737,464,26891,1
734,452,27396,1
742,454,27415,1
736,462,27696,1
742,452,27785,0
738,453,28211,1
740,454,28389,1
741,453,28548,1
741,451,28879,0
722,459,29291,0
744,450,29317,0
738,464,29582,1
743,450,30020,0
740,463,30378,0
742,453,30500,1
744,451,30729,0
743,456,31383,0
740,451,31529,0
737,462,31789,1
738,463,31858,1
745,450,32002,0
741,459,32183,0
744,448,32387,1
734,455,32467,0
744,447,32621,1
743,455,32677,0
736,458,32830,1
737,466,32836,1
735,452,32927,1
742,454,33193,0
728,464,33251,0
743,457,33400,0
740,461,33642,0
739,462,33848,0
736,451,34009,1
739,460,34874,0
739,461,35123,0
742,458,35531,0
742,453,36134,0
742,457,37958,0
744,454,37977,0
739,463,38719,1
739,462,38862,1
743,453,39404,0
743,450,39417,1
722,458,39991,0
743,454,40111,0
743,449,40391,1
742,453,40493,0
737,456,41048,1
740,450,41641,1
744,449,41666,1
738,456,41669,1
738,462,41805,1
741,451,42331,1
742,455,42448,0
742,456,42481,0
740,451,44320,1
744,450,44549,1
742,452,46522,1
743,451,46603,1
742,451,46967,1
742,453,48072,1
744,451,48192,1
742,450,48434,1
737,458,49809,1
739,462,50492,0
743,450,50748,1
743,453,50929,1
738,462,51369,0
744,450,51898,1
745,450,52938,1
725,457,53385,0
744,455,54375,0
736,452,54518,1
743,458,54709,0
744,450,55574,0
743,454,55915,1
744,452,56358,0
741,458,56896,0
744,451,57693,0
727,464,58371,0
744,453,58429,1
736,464,58635,1
744,452,59029,1
737,457,59197,1
742,455,59652,1
738,454,59971,1
738,452,60037,1
737,452,60306,1
741,456,60618,1
738,458,61319,1
744,451,61476,1
739,458,61936,1
742,456,62075,1
738,455,62450,1
743,456,62736,1
