x,y,t,p
1270,282,0,0
1269,282,592,0
1269,279,819,1
1268,279,1294,1
1268,285,1345,1
1269,285,1374,1
1268,282,2072,0
1269,283,2454,0
1268,280,2462,1
1270,283,2472,0
1269,281,2509,0
1269,282,2628,0
1268,287,2930,0
1270,281,3184,0
1267,285,3469,1
1267,282,3633,0
1268,282,4099,0
1267,280,4412,1
1268,281,4516,0
1266,282,4820,0
1268,283,5025,0
1269,279,5300,0
1267,283,5757,0
1269,282,5879,1
1265,282,6047,0
1268,279,6332,0
1267,281,6560,0
1268,280,6585,0
1267,280,6727,0
1266,281,7169,0
1270,281,7714,1
1268,282,8138,1
1269,285,9517,0
1268,287,9518,1
1267,285,9733,0
1270,282,9794,1
1267,284,9992,0
1268,285,9997,0
1266,284,10125,0
1265,285,10283,0
1269,281,10290,1
1264,285,10360,0
1267,281,10371,1
1268,284,10512,0
1270,283,11218,1
1268,281,11397,1
1269,282,11439,1
1266,283,11689,0
1266,281,11720,1
1265,284,12724,0
1265,283,13137,0
1268,283,14186,1
1268,282,14372,1
1268,284,14483,1
1267,283,15071,1
1267,282,15376,1
1266,283,15407,1
1266,282,16189,1
1257,277,27388,1
1258,277,27588,1
1256,277,27813,1
1257,276,28092,1
1258,276,28204,1
1257,277,28248,1
1256,277,28582,1
1256,276,28802,1
1257,276,28892,1
1255,277,28975,1
1259,274,29023,0
1258,274,29346,0
1257,275,29346,1
1255,276,29380,1
1256,276,29545,1
1257,280,29752,1
1258,279,29772,1
1258,280,29862,1
1256,278,30301,1
1257,279,30344,1
1257,278,30386,1
1258,274,30405,1
1257,280,30605,1
1256,275,30636,1
1256,279,30644,1
1258,274,30671,1
1258,278,30710,1
1256,280,30717,1
1259,274,30746,1
1258,275,30803,1
1258,274,31038,1
1255,278,31773,1
1255,280,31902,1
1256,279,32005,1
1255,274,32208,1
1256,278,32381,1
1258,280,32487,0
1258,276,32879,0
1257,276,33120,0
1257,280,33196,0
1258,278,33468,0
1255,279,33484,1
1258,277,33872,0
1257,275,34047,0
1257,277,34339,0
1256,275,34428,0
1256,276,34532,0
1257,279,34536,0
1257,278,34754,0
1257,276,34870,0
1256,278,35066,0
1256,277,35402,0
1256,279,35474,0
1256,280,36214,0
1255,279,37032,0
1251,276,38963,1
1255,274,39935,0
1252,280,40192,1
1250,276,40458,1
1251,280,40522,1
1251,275,40671,1
1251,281,40850,1
1250,277,40928,1
1252,281,41052,1
1250,280,41191,1
1257,277,41345,0
1250,281,41476,1
1248,279,41601,0
1251,279,41691,1
1250,275,41848,1
1250,279,42765,1
1247,279,42938,0
1249,280,43052,1
1250,280,43125,1
1250,281,43385,1
1249,281,43386,1
